070000043040009610800634900094052000358460020000800530080070091902100005007040802,679518243543729618821634957794352186358461729216897534485276391962183475137945862
600001859000258673005070002239004507000890126068027000504789361000012000703005298,672431859941258673385976412239164587457893126168527934524789361896312745713645298
204000060705203001600105870071002306003001054002836000120090405006500708458300629,214789563785263941639145872971452386863971254542836197127698435396524718458317629
010000200053000706000096000300700060462050010780009020008000000039067804500030690,816574239953182746274396185395721468462853917781649523648915372139267854527438691
489023700005071084700054602040030800900006105002100900601492000527300060004065213,489623751265971384713854692146539827978246135352187946631492578527318469894765213
000802000046039010000000600010080000087526941694370080961050003403000000050003162,175862394246739518839145627512984736387526941694371285961258473423617859758493162
100640070006009003004001060530000600090530041240068037002803006310450000860120304,123645978756289413984371265538714629697532841241968537472893156319456782865127394
407020035850004020200350908905070002010036859602009100500000090040800207100040586,497128635853964721261357948985471362714236859632589174578612493346895217129743586
000080400900000017516040802025300189194002000000051624369417200070036941400008730,237189465948625317516743892625374189194862573783951624369417258872536941451298736
000819206000000908809607013090048000000960324460500789080493600020085030534276890,375819246612354978849627513293748165758961324461532789187493652926185437534276891
052670040000000056306009802001005080634002091098410037273801060400023018000907000,152678349987234156346159872721395684634782591598416237273841965469523718815967423
005148000002630800803020100089510647601270508040086301300801059978350400006490000,765148932412639875893725164289513647631274598547986321324861759978352416156497283
026700045000601009803000006700160032001230007200007401100300090309010020687090513,926783145574621389813549276795164832461238957238957461142375698359816724687492513
085003407100070038300010900063040090050362801801597603200756304030201700508039006,685923417192674538347815962763148295954362871821597643219756384436281759578439126
000090000900700360430260080296350807140870932870400010300000728004080093000900450,568193274921748365437265189296351847145876932873429516359614728714582693682937451
050800036000206104017300200064050070500412690000000002080030920900007803325689007,452891736839276154617345289264958371573412698198763542786134925941527863325689417
000861007000000506060000800610278000020500068985040072231000009540090281708412050,354861927879324516162957834613278495427539168985146372231685749546793281798412653
260708010957060042031000000008270500005004620003580400000605004409807256006421930,264758319957163842831942765148276593795314628623589471372695184419837256586421937
007030080208000300034508761000400000300009408140805020021000006400380005083056940,657931284218647359934528761862413597375269418149875623521794836496382175783156942
243050090057006304089204007800063241002500009004100580000315800000000400538402000,243751698157896324689234157875963241312548769964127583496315872721689435538472916
640900000000086072058021000080607010000502783437010000973004250826753094000098060,642975831391486572758321946285637419169542783437819625973164258826753194514298367
300801009481070530927030140502300060174685203803007400000428000740100680218760304,356841729481972536927536148592314867174685293863297415635428971749153682218769354
005080009000300452201506008500091000804000000903004070000000200470900060009120080,345782619786319452291546738567291843814673925923854176138465297472938561659127384
001850000004100350200300009190548000042000890860200004306000207400020600020005003,931856472674192358285374169193548726542637891867219534356981247419723685728465913
748210053521063978693870002100736000357924001009080237034652709216397500970008326,748219653521463978693875142182736495357924861469581237834652719216397584975148326
190006300030795010008010649680904070040050100000103000960007001800200000013809000,192486357436795218758312649681924573347658192529173486964537821875261934213849765
401002000000300000002000430064000800000409306309006100048051273610078004720043618,431892765576314982892765431264137859157489326389526147948651273613278594725943618
100870600006004020000060030510000000048020003029305407467002810000450360005006000,152873649386594721974261538513748296748629153629315487467932815891457362235186974
000065300030000046402073058827000000300502080040730090070009000200600003084307020,918465372735821946462973158827196435391542687546738291173259864259684713684317529
809700053267050008040000000008630004076090080002010006720360000395842070000900000,819726453267453918543189267958637124176294385432518796721365849395842671684971532
037005208108400006540208000873640000002030700400050832265004070000507081700390020,637915248128473596549268317873642159952831764416759832265184973394527681781396425
600800000840000060023069578006140295000027010010090000960380721000206059572900300,697852134845731962123469578736148295459627813218593647964385721381276459572914386
700009040003001902000007380800010000070800200620074015900123004360495000042000090,718239546453681972296547381835912467174856239629374815987123654361495728542768193
008902054005138927902005100300570648604000070850006239000050060000294000070680005,718962354465138927932745186321579648694823571857416239149357862586294713273681495
000069002002000098169800500010600905756912483900030000200150876000000200500006040,845369712372541698169827534413678925756912483928435167294153876631784259587296341
041006700080010203705920100520708000004000000197060058009200561000600900650491000,241836795986517243735924186523748619864159372197362458479283561318675924652491837
003004607709638450042000000020080000105007920400206070901800060500003080000450030,853124697719638452642795813327589146165347928498216375931872564574963281286451739
000371090000060050927008306000093801090000500310045000100906735003800904600004000,465371298831269457927458316542693871796182543318745629184926735253817964679534182
032005680000830071070000000000000002000000090806012000087163940450000006601400028,132745689564839271978621453319574862725386194846912537287163945453298716691457328
000579020200063975000180000100900287760000004039007510500020741407050039301094000,643579128218463975975182463154936287762815394839247516596328741427651839381794652
067309020000054007490672000009010483200800051083005000002008040700906008006000592,567389124328154967491672835659217483274893651183465279912538746745926318836741592
200800007000079000500060300070010083080900070060783904604138050000600840708040001,239851467846379215517264398972416583483925176165783924624138759351697842798542631
560040280291000700000200956035090000926305000704006009157480362009652000680730005,563947281291568743478213956835194627926375814714826539157489362349652178682731495
080000750070020039304100200007080093400090070005006000000049600056370984840000017,682934751571628439394157268167482593428593176935716842713849625256371984849265317
943085070752001060810020503600200085000806040100000000068157200097000006200008050,943685172752391468816724593674219385325876941189543627468157239597432816231968754
800600170000903025000005000070060002100359708354208061400527000280136057030000210,895642173741983625623715894978461532162359748354278961416527389289136457537894216
009050270000002649000960580180700900000006837000309054001508396078620000530091000,619854273857132649324967581183745962495216837762389154241578396978623415536491728
400500009580700300321004075894150200000003080000008700102000950900200137003800006,476532819589761342321984675894157263217693584635428791142376958968245137753819426
060080304002060091403000760200006400047520186005870002580041003120637845734000600,961785324872463591453192768298316457347529186615874932586941273129637845734258619
300100976001890004009000002420051600903200500865970023700610289000000000290080401,382145976671892354549736812427351698913268547865974123754613289138429765296587431
100006000040015000506403091094801260860030000051670000409007080230168070670009120,183796452947215638526483791794851263862934517351672849419527386235168974678349125
240159706903067810007048005002000058060000009800005321489030060730080502520476983,248159736953267814617348295392714658165823479874695321489532167736981542521476983
195004300003920106000008000060300820920080010010090040056019038209003060001600950,195764382483925176672138495567341829924587613318296547756419238249853761831672954
924367500007048020508000700000800045000090008702001963006184057005030090803025000,924367581317548629568219734639872145451693278782451963296184357145736892873925416
430860792800030000100742008006305020203600800000098076007480200300100689650923000,435861792872539461169742538786315924293674815541298376917486253324157689658923147
200400056050927100008060020002395010000874000007602490070040000306108000024709000,219483756653927148748561329462395817931874562587612493875246931396158274124739685
650027300070030000004589060790840031023006785800203040067400803580000000040700902,658127394179634528234589167796845231423916785815273649967452813582391476341768952
427935160300006009000218000000700800602000501003560000800654000000000000905300607,427935168318476259569218743154729836692843571783561924871654392236197485945382617
350200604042000591001050327504009708900080200708560030009005070480100906100900002,357291684842673591691458327524319768936784215718562439269845173483127956175936842
089002570060308100502000600203007400000400200610005807300519028700204901020870305,189642573467358192532791684293187456875463219614925837346519728758234961921876345
930862070706300000000001002000906000079008640602030500207600000390500806008009000,931862475726345189845791362453976218179258643682134597217683954394517826568429731
009540010000730002350200000062050780800120005500900260610000904025300000748000020,279548316486731592351269847162453789897126435534987261613872954925314678748695123
030805004200047805508620703000970016070000000600008000000009000102000040469182300,736895124291347865548621793823974516975216438614538972357469281182753649469182357
400590760350020040260104805500981400986047513040305920004000380803412657005038204,418593762357826149269174835532981476986247513741365928624759381893412657175638294
700050320825000190613092745980400000300580004502130009009713062030900071060008953,794651328825374196613892745981426537376589214542137689459713862238965471167248953
284009057600207340307600009106875003438000070095403021000702000570046902902000000,284139657619257348357684219126875493438921576795463821843792165571346982962518734
209015008403008200001300490120703609090040702000906500708060000050100824310080060,269415378473698215581372496124753689695841732837926541748269153956137824312584967
403070080005408367017000402006834009902001000500029710340590006058147003009080145,463275981295418367817963452176834529982751634534629718341592876658147293729386145
460800700005400260007160084050000002048270300200050040004010608000000437083000009,462835791815497263937162584351684972648279315279351846724913658196528437583746129
070000340045020007008004100620001809701060030080207000000040690902080451504093780,276915348145328967398674125623451879751869234489237516817542693932786451564193782
